"Lower" "Upper"
"GCGS0638" 2010 2011
"GCGS0218" 2009 2010
"GCGS0807" 2011 2012
"SRR11904548" 2018.33150684932 2018.33150684932
"SRR11724787" 2019.58082191781 2019.66301369863
"SRR12612358" 2019.8301369863 2019.91506849315
"SRR9878090" 2018.24931506849 2018.24931506849
"SRR12612357" 2019.8301369863 2019.91506849315
"SRR12612465" 2019.66301369863 2019.74794520548
"SRR16999363" 2019.74794520548 2019.8301369863
"SRR11724305" 2019.16164383562 2019.24657534247
"SRR16999387" 2019.74794520548 2019.8301369863
"SRR8071109" 2015 2016
"SRR8071298" 2016 2017
"GCGS0361" 2013 2014
"GCGS0476" 2013 2014
"GCGS0478" 2013 2014
"SRR8172217" 2018.16438356164 2018.16438356164
"SRR8833650" 2018.41643835616 2018.41643835616
"SRR9877853" 2018.75068493151 2018.75068493151
"SRR8071399" 2016 2017
"SRR16644641" 2019.49589041096 2019.58082191781
"SRR11904602" 2018.91780821918 2018.91780821918
"SRR16643983" 2019.49589041096 2019.58082191781
"SRR9985646" 2017 2018
"SRR5990475" 2016 2017
"SRR9985851" 2017 2018
"SRR11904223" 2018.75068493151 2018.75068493151
"SRR16644016" 2019.16164383562 2019.24657534247
"SRR16644085" 2019.08493150685 2019.16164383562
"SRR16644637" 2019 2019.08493150685
"SRR16999489" 2019.8301369863 2019.91506849315
"SRR16999627" 2019.66301369863 2019.74794520548
"SRR11904381" 2018.66575342466 2018.66575342466
"SRR11904227" 2018.75068493151 2018.75068493151
"SRR16644652" 2019.49589041096 2019.58082191781
"SRR16999716" 2019.74794520548 2019.8301369863
"SRR9985899" 2017 2018
"SRR5235386" 2016 2017
"SRR11904141" 2018.08767123288 2018.08767123288
"SRR9985819" 2017 2018
"SRR11904364" 2018.66575342466 2018.66575342466
"SRR11904373" 2018.66575342466 2018.66575342466
"SRR11904488" 2018.83287671233 2018.83287671233
"SRR11904533" 2018.83287671233 2018.83287671233
"SRR16644567" 2019 2019.08493150685
"SRR16644229" 2019.24657534247 2019.32876712329
"SRR8071302" 2016 2017
"SRR9985912" 2017 2018
"SRR11903843" 2018.49863013699 2018.49863013699
"SRR11904030" 2018.00273972603 2018.00273972603
"SRR11904009" 2018.33150684932 2018.33150684932
"SRR11904363" 2018.66575342466 2018.66575342466
"SRR11904372" 2018.66575342466 2018.66575342466
"SRR8071303" 2016 2017
"SRR11904921" 2018.91780821918 2018.91780821918
"SRR11724946" 2019.41369863014 2019.49589041096
"SRR11903942" 2018.41643835616 2018.41643835616
"SRR16644407" 2019.58082191781 2019.66301369863
"SRR16644220" 2019.41369863014 2019.49589041096
"SRR16644610" 2019.32876712329 2019.41369863014
"SRR16999552" 2019.66301369863 2019.74794520548
"SRR16999641" 2019.74794520548 2019.8301369863
"SRR16999335" 2019 2019.08493150685
"SRR9985969" 2017 2018
"SRR8071088" 2015 2016
"SRR11904954" 2018.24931506849 2018.24931506849
"SRR12612354" 2019.8301369863 2019.91506849315
"GCGS0669" 2013 2014
"SRR8071006" 2015 2016
"SRR9985850" 2017 2018
"SRR11904104" 2018.16438356164 2018.16438356164
"SRR16643922" 2019.08493150685 2019.16164383562
"SRR8071068" 2014 2015
"SRR9985950" 2017 2018
"SRR16644102" 2019.32876712329 2019.41369863014
"SRR16644444" 2019 2019.08493150685
"SRR8903343" 2018.16438356164 2018.16438356164
"SRR11904847" 2018.91780821918 2018.91780821918
"SRR11724450" 2019 2019.08493150685
"SRR11903922" 2018.08767123288 2018.08767123288
"SRR11698256" 2019 2019.08493150685
"SRR8071190" 2014 2015
"SRR8088186" 2016 2017
"SRR8071319" 2015 2016
"SRR5235216" 2016 2017
"SRR8088103" 2016 2017
"SRR9985662" 2017 2018
"SRR11904396" 2018.58356164384 2018.58356164384
"SRR16644321" 2019.41369863014 2019.49589041096
"SRR16644115" 2019.32876712329 2019.41369863014
"SRR16644398" 2019.58082191781 2019.66301369863
"SRR11904212" 2018.75068493151 2018.75068493151
"SRR16644493" 2019.32876712329 2019.41369863014
"SRR16999500" 2019.8301369863 2019.91506849315
"SRR11904340" 2018.66575342466 2018.66575342466
"SRR16644451" 2019.41369863014 2019.49589041096
"SRR16999451" 2019.8301369863 2019.91506849315
"SRR16644669" 2019.41369863014 2019.49589041096
"SRR11904466" 2018.49863013699 2018.49863013699
"SRR11904756" 2018.83287671233 2018.83287671233
"SRR16644103" 2019.41369863014 2019.49589041096
"SRR16643997" 2019.16164383562 2019.24657534247
"SRR16644221" 2019 2019.08493150685
"SRR16999487" 2019.8301369863 2019.91506849315
"SRR11904816" 2018.91780821918 2018.91780821918
"SRR11904902" 2018.83287671233 2018.83287671233
"SRR11698599" 2019.08493150685 2019.16164383562
"SRR11724681" 2019.58082191781 2019.66301369863
"SRR11904870" 2018.75068493151 2018.75068493151
"SRR8071175" 2016 2017
"SRR16999746" 2019.91506849315 2019.99726027397
"SRR16644286" 2019 2019.08493150685
"SRR8903141" 2018.00273972603 2018.00273972603
"SRR11725193" 2019 2019.08493150685
"SRR16999386" 2019.74794520548 2019.8301369863
"SRR16999637" 2019.74794520548 2019.8301369863
"SRR16644298" 2019.41369863014 2019.49589041096
"SRR11903877" 2018.49863013699 2018.49863013699
"SRR11904329" 2018.66575342466 2018.66575342466
"SRR8071051" 2016 2017
"SRR9877735" 2018.83287671233 2018.83287671233
"SRR11698879" 2019.24657534247 2019.32876712329
"SRR11728094" 2019.8301369863 2019.91506849315
"SRR11724364" 2019.74794520548 2019.8301369863
"SRR11724365" 2019.74794520548 2019.8301369863
"SRR8071030" 2015 2016
"SRR8071171" 2016 2017
"SRR16643919" 2019.24657534247 2019.32876712329
"SRR16644456" 2019.41369863014 2019.49589041096
"SRR16644454" 2019.41369863014 2019.49589041096
"SRR9985916" 2017 2018
"SRR16643908" 2019.24657534247 2019.32876712329
"SRR16999452" 2019.8301369863 2019.91506849315
"SRR16644433" 2019.66301369863 2019.74794520548
"SRR11904096" 2018.00273972603 2018.00273972603
"SRR8071244" 2014 2015
"SRR9985599" 2017 2018
"SRR11904656" 2018.41643835616 2018.41643835616
"SRR11904875" 2018.75068493151 2018.75068493151
"SRR11904509" 2018.66575342466 2018.66575342466
"SRR11904846" 2018.91780821918 2018.91780821918
"SRR16644515" 2019.24657534247 2019.32876712329
"SRR16644619" 2019.41369863014 2019.49589041096
"SRR16644092" 2019.08493150685 2019.16164383562
"SRR11904753" 2018.24931506849 2018.24931506849
"SRR8172212" 2018.16438356164 2018.16438356164
"SRR11904192" 2018.00273972603 2018.00273972603
"SRR16644087" 2019 2019.08493150685
"SRR16644252" 2019.32876712329 2019.41369863014
"SRR11904896" 2018.83287671233 2018.83287671233
"SRR16999720" 2019 2019.08493150685
"SRR16644549" 2019 2019.08493150685
"SRR16999605" 2019.66301369863 2019.74794520548
"SRR16644405" 2019.58082191781 2019.66301369863
"SRR5235382" 2016 2017
"SRR8071379" 2016 2017
"SRR9877778" 2018.58356164384 2018.58356164384
"SRR9878091" 2018.24931506849 2018.24931506849
"SRR8071146" 2014 2015
"SRR9985919" 2017 2018
"SRR11904262" 2018.83287671233 2018.83287671233
"SRR16644052" 2019 2019.08493150685
"SRR11904806" 2018.91780821918 2018.91780821918
"SRR16643980" 2019 2019.08493150685
"SRR9985966" 2017 2018
"SRR11903931" 2018.41643835616 2018.41643835616
"SRR16643910" 2019.24657534247 2019.32876712329
"SRR11904536" 2018.66575342466 2018.66575342466
"SRR9878319" 2018.24931506849 2018.24931506849
"SRR11904868" 2018.75068493151 2018.75068493151
"SRR8071390" 2016 2017
"SRR11903866" 2018.49863013699 2018.49863013699
"SRR8903228" 2018.33150684932 2018.33150684932
"SRR16999407" 2019.8301369863 2019.91506849315
"SRR9985747" 2017 2018
"SRR8833689" 2018.41643835616 2018.41643835616
"SRR9877847" 2018.75068493151 2018.75068493151
"SRR9878210" 2018.49863013699 2018.49863013699
"SRR11699029" 2019.32876712329 2019.41369863014
"SRR12612870" 2019.8301369863 2019.91506849315
"SRR8833694" 2018.41643835616 2018.41643835616
"SRR11904532" 2018.66575342466 2018.66575342466
"SRR11724234" 2019.24657534247 2019.32876712329
"SRR11724342" 2019.24657534247 2019.32876712329
"SRR11724499" 2019.32876712329 2019.41369863014
"SRR16644192" 2019.24657534247 2019.32876712329
"SRR16999346" 2019.74794520548 2019.8301369863
"SRR16644371" 2019.24657534247 2019.32876712329
"SRR12612405" 2019.91506849315 2019.99726027397
"SRR11698880" 2019 2019.08493150685
"SRR16999406" 2019.91506849315 2019.99726027397
"SRR16644544" 2019.58082191781 2019.66301369863
"SRR16999659" 2019.91506849315 2019.99726027397
"SRR16644599" 2019.24657534247 2019.32876712329
"SRR9985795" 2017 2018
"SRR8172216" 2018.16438356164 2018.16438356164
"SRR11724695" 2019.66301369863 2019.74794520548
"SRR11724789" 2019.8301369863 2019.91506849315
"SRR12612548" 2019.91506849315 2019.99726027397
"SRR8071396" 2016 2017
"SRR8071247" 2016 2017
"SRR11904727" 2018.91780821918 2018.91780821918
"SRR16644036" 2019.66301369863 2019.74794520548
"SRR16644473" 2019.32876712329 2019.41369863014
"SRR11904338" 2018.66575342466 2018.66575342466
"SRR8071010" 2014 2015
"SRR8071066" 2014 2015
"SRR11903890" 2018.49863013699 2018.49863013699
"SRR11904162" 2018.91780821918 2018.91780821918
"SRR16644165" 2019.32876712329 2019.41369863014
"SRR11903975" 2018.33150684932 2018.33150684932
"SRR11903970" 2018.33150684932 2018.33150684932
"SRR11904161" 2018.91780821918 2018.91780821918
"SRR11904419" 2018.58356164384 2018.58356164384
"SRR11904124" 2018.16438356164 2018.16438356164
"SRR11903906" 2018.41643835616 2018.41643835616
"SRR16644066" 2019.24657534247 2019.32876712329
"SRR11904126" 2018.08767123288 2018.08767123288
"SRR11903991" 2018.24931506849 2018.24931506849
"SRR11904260" 2018.83287671233 2018.83287671233
"SRR16644267" 2019.58082191781 2019.66301369863
"SRR16999397" 2019.66301369863 2019.74794520548
"SRR16644699" 2019.08493150685 2019.16164383562
"SRR11904339" 2018.66575342466 2018.66575342466
"SRR11904341" 2018.66575342466 2018.66575342466
"SRR16644056" 2019.16164383562 2019.24657534247
"SRR16644678" 2019.24657534247 2019.32876712329
"SRR16644057" 2019.16164383562 2019.24657534247
"SRR16644336" 2019 2019.08493150685
"SRR16644688" 2019.08493150685 2019.16164383562
"SRR9878272" 2018.49863013699 2018.49863013699
"SRR16643930" 2019.08493150685 2019.16164383562
"GCGS0552" 2012 2013
"SRR8903105" 2018.00273972603 2018.00273972603
"SRR5990422" 2016 2017
"SRR8071154" 2015 2016
"SRR11698257" 2019 2019.08493150685
"GCGS0516" 2011 2012
"GCGS0787" 2012 2013
"SRR5235267" 2016 2017
"SRR8088117" 2016 2017
"GCGS0062" 2009 2010
"SRR9985584" 2017 2018
"GCGS0092" 2010 2011
"GCGS0523" 2012 2013
"GCGS0540" 2004 2005
"SRR11903861" 2018.49863013699 2018.49863013699
"SRR11904051" 2018.24931506849 2018.24931506849
"SRR11904215" 2018.75068493151 2018.75068493151
"SRR16644035" 2019 2019.08493150685
"SRR11904960" 2018.83287671233 2018.83287671233
"SRR16644114" 2019.32876712329 2019.41369863014
"SRR16644008" 2019.16164383562 2019.24657534247
"SRR16644399" 2019.58082191781 2019.66301369863
"SRR11904062" 2018.24931506849 2018.24931506849
"SRR16999540" 2019.66301369863 2019.74794520548
"SRR11904515" 2018.58356164384 2018.58356164384
"SRR16999484" 2019 2019.08493150685
"SRR12612877" 2019.91506849315 2019.99726027397
"SRR16643923" 2019.08493150685 2019.16164383562
"SRR16644254" 2019.32876712329 2019.41369863014
"SRR8071188" 2015 2016
"SRR16644384" 2019.32876712329 2019.41369863014
"SRR16644643" 2019 2019.08493150685
"SRR9985761" 2017 2018
"SRR9985882" 2017 2018
"SRR11904534" 2018.66575342466 2018.66575342466
"SRR11904895" 2018.83287671233 2018.83287671233
"SRR11904906" 2018.83287671233 2018.83287671233
"SRR8903104" 2018.00273972603 2018.00273972603
"SRR11904647" 2018.66575342466 2018.66575342466
"SRR8172038" 2018.16438356164 2018.16438356164
"SRR11904529" 2018.66575342466 2018.66575342466
"SRR11904677" 2018.08767123288 2018.08767123288
"SRR9877941" 2018.24931506849 2018.24931506849
"GCGS0306" 2001 2002
"SRR16644241" 2019.24657534247 2019.32876712329
"SRR16999586" 2019 2019.08493150685
"GCGS0034" 2009 2010
"GCGS0708" 2011 2012
"SRR9985649" 2017 2018
"GCGS0860" 2013 2014
"SRR9985712" 2017 2018
"SRR9985783" 2017 2018
"SRR9985732" 2017 2018
"SRR9985733" 2017 2018
"SRR9985784" 2017 2018
"SRR9985858" 2017 2018
"SRR9985785" 2017 2018
"SRR11904279" 2018.75068493151 2018.75068493151
"SRR9985867" 2017 2018
"SRR8903323" 2018.08767123288 2018.08767123288
"SRR9985861" 2017 2018
"SRR8903218" 2018.33150684932 2018.33150684932
"SRR9985865" 2017 2018
"SRR9985862" 2017 2018
"SRR9985863" 2017 2018
"SRR9985864" 2017 2018
"SRR8833400" 2018.24931506849 2018.24931506849
"SRR8079707" 2016 2017
"SRR9985736" 2017 2018
"SRR9985779" 2017 2018
"SRR9985857" 2017 2018
"SRR8079746" 2016 2017
"SRR9985735" 2017 2018
"SRR8172319" 2017 2018
"SRR8079715" 2016 2017
"SRR8079727" 2016 2017
"SRR9985787" 2017 2018
"SRR9985823" 2017 2018
"SRR9985749" 2017 2018
"GCGS0082" 2009 2010
"SRR8071063" 2014 2015
"SRR8071108" 2015 2016
"SRR8071058" 2016 2017
"SRR8071147" 2014 2015
"SRR8071279" 2015 2016
"SRR8071213" 2015 2016
"SRR16644145" 2019.49589041096 2019.58082191781
"GCGS0002" 2009 2010
"GCGS0333" 2011 2012
"GCGS0238" 2009 2010
"GCGS0036" 2009 2010
"GCGS0099" 2010 2011
"GCGS0158" 2009 2010
"SRR8833527" 2018.00273972603 2018.00273972603
"SRR9985724" 2017 2018
"SRR8071177" 2016 2017
"SRR9985756" 2017 2018
"SRR16643958" 2019.41369863014 2019.49589041096
"SRR16644302" 2019.41369863014 2019.49589041096
"SRR9985924" 2017 2018
"SRR11904545" 2018.33150684932 2018.33150684932
"SRR16644058" 2019.16164383562 2019.24657534247
"SRR12611612" 2018.66575342466 2018.66575342466
"SRR11904132" 2018.00273972603 2018.00273972603
"SRR11904362" 2018.66575342466 2018.66575342466
"SRR11904371" 2018.66575342466 2018.66575342466
"SRR16644640" 2019.49589041096 2019.58082191781
"SRR8071086" 2014 2015
"SRR8071313" 2016 2017
"SRR9985805" 2017 2018
"SRR8071300" 2016 2017
"SRR8071392" 2016 2017
"SRR11904047" 2018.24931506849 2018.24931506849
"SRR8071248" 2016 2017
"SRR8071394" 2016 2017
"SRR8071140" 2015 2016
"GCGS1070" 2007 2008
"GCGS0596" 2006 2007
"GCGS0108" 2009 2010
"GCGS0677" 2011 2012
"GCGS0130" 2009 2010
"GCGS0695" 2011 2012
"GCGS0122" 2010 2011
"GCGS0676" 2011 2012
"GCGS0592" 2011 2012
"GCGS0779" 2011 2012
"GCGS0693" 2010 2011
"GCGS0483" 2011 2012
"GCGS0858" 2011 2012
"GCGS0591" 2010 2011
"GCGS0140" 2010 2011
"GCGS0558" 2011 2012
"GCGS0234" 2010 2011
"GCGS0706" 2010 2011
"GCGS0707" 2010 2011
"GCGS0232" 2010 2011
"GCGS0236" 2010 2011
"SRR7401670" 2016 2017
"SRR8071338" 2016 2017
"SRR8071333" 2015 2016
"SRR8071381" 2016 2017
"SRR8071382" 2016 2017
"GCGS1084" 2007 2008
"GCGS0352" 2006 2007
"GCGS0551" 2012 2013
"GCGS0553" 2012 2013
"GCGS0493" 2005 2006
"GCGS0590" 2005 2006
"GCGS0058" 2009 2010
"GCGS0725" 2010 2011
"GCGS1026" 2008 2009
"GCGS0319" 2011 2012
"GCGS0446" 2005 2006
"GCGS0448" 2010 2011
"GCGS0451" 2011 2012
"GCGS0656" 2011 2012
"GCGS0452" 2011 2012
"GCGS0659" 2012 2013
"GCGS1072" 2007 2008
"GCGS0487" 2011 2012
"GCGS1071" 2007 2008
"GCGS0654" 2009 2010
"GCGS1085" 2007 2008
"GCGS0510" 2005 2006
"GCGS0617" 2005 2006
"GCGS0557" 2010 2011
"GCGS1058" 2007 2008
"GCGS0589" 2004 2005
"GCGS0710" 2003 2004
"GCGS0388" 2004 2005
"GCGS0004" 2009 2010
"GCGS1073" 2008 2009
"GCGS0664" 2004 2005
"GCGS0368" 2006 2007
"SRR8833664" 2018.16438356164 2018.16438356164
"SRR7401678" 2016 2017
"GCGS0320" 2011 2012
"GCGS0548" 2011 2012
"GCGS0549" 2011 2012
"SRR16644235" 2019.24657534247 2019.32876712329
"SRR11904002" 2018.33150684932 2018.33150684932
"SRR11904216" 2018.75068493151 2018.75068493151
"SRR9985769" 2017 2018
"SRR16644151" 2019.49589041096 2019.58082191781
"SRR16644100" 2019.41369863014 2019.49589041096
"GCGS0466" 2011 2012
"GCGS0070" 2009 2010
"GCGS0222" 2009 2010
"GCGS0360" 2011 2012
"GCGS0384" 2011 2012
"GCGS0437" 2011 2012
"GCGS0194" 2009 2010
"SRR9985669" 2017 2018
"SRR11904224" 2018.75068493151 2018.75068493151
"SRR11904745" 2018.83287671233 2018.83287671233
"SRR8071169" 2016 2017
"SRR8071089" 2015 2016
"SRR9985594" 2017 2018
"SRR9985884" 2017 2018
"SRR11904690" 2018.91780821918 2018.91780821918
"SRR11904702" 2018.66575342466 2018.66575342466
"SRR16644618" 2019.24657534247 2019.32876712329
"SRR16999642" 2019.74794520548 2019.8301369863
"SRR16999668" 2019.08493150685 2019.16164383562
"SRR9985852" 2017 2018
"SRR9985853" 2017 2018
"SRR11904637" 2018.41643835616 2018.41643835616
"SRR11904911" 2018.91780821918 2018.91780821918
"SRR11904066" 2018.24931506849 2018.24931506849
"SRR11904817" 2018.91780821918 2018.91780821918
"SRR16644209" 2019 2019.08493150685
"SRR16644655" 2019.49589041096 2019.58082191781
"SRR11904432" 2018.58356164384 2018.58356164384
"SRR11904814" 2018.91780821918 2018.91780821918
"SRR16644243" 2019.24657534247 2019.32876712329
"SRR16644308" 2019.41369863014 2019.49589041096
"SRR16999440" 2019.91506849315 2019.99726027397
"SRR16644310" 2019.41369863014 2019.49589041096
"SRR11904377" 2018.66575342466 2018.66575342466
"SRR11904465" 2018.49863013699 2018.49863013699
"SRR11904105" 2018.16438356164 2018.16438356164
"SRR11904110" 2018.16438356164 2018.16438356164
"SRR8833504" 2018.33150684932 2018.33150684932
"SRR16999713" 2019.74794520548 2019.8301369863
"SRR11904467" 2018.49863013699 2018.49863013699
"SRR16644642" 2019.49589041096 2019.58082191781
"SRR16644696" 2019.16164383562 2019.24657534247
"SRR11904042" 2018.24931506849 2018.24931506849
"SRR11904207" 2018.75068493151 2018.75068493151
"SRR11904116" 2018.16438356164 2018.16438356164
"SRR16999760" 2019.91506849315 2019.99726027397
"SRR8172169" 2018.00273972603 2018.00273972603
"SRR8903336" 2018.16438356164 2018.16438356164
"SRR16644111" 2019.32876712329 2019.41369863014
"SRR8071008" 2015 2016
"SRR11904592" 2018.58356164384 2018.58356164384
"SRR11904944" 2018.24931506849 2018.24931506849
"SRR5990490" 2016 2017
"SRR8071401" 2014 2015
"SRR9985630" 2017 2018
"GCGS0513" 2011 2012
"SRR16644591" 2019.08493150685 2019.16164383562
"GCGS0444" 2004 2005
"GCGS0020" 2009 2010
"GCGS0214" 2009 2010
"GCGS0220" 2009 2010
"GCGS0182" 2009 2010
"SRR9985617" 2017 2018
"SRR9985621" 2017 2018
"SRR9985618" 2017 2018
"SRR9985721" 2017 2018
"SRR9985715" 2017 2018
"SRR8833675" 2018.16438356164 2018.16438356164
"SRR9985727" 2017 2018
"SRR5990423" 2016 2017
"SRR8079720" 2016 2017
"SRR8079721" 2016 2017
"SRR9877970" 2018.49863013699 2018.49863013699
"SRR16643941" 2019.66301369863 2019.74794520548
"SRR16643942" 2019.66301369863 2019.74794520548
"SRR16644289" 2019.58082191781 2019.66301369863
"SRR16644556" 2019.74794520548 2019.8301369863
"SRR16999694" 2019.91506849315 2019.99726027397
"SRR16999395" 2019.91506849315 2019.99726027397
"SRR12611651" 2019.66301369863 2019.74794520548
"SRR9985708" 2017 2018
"SRR11903895" 2018.58356164384 2018.58356164384
"SRR11904437" 2018.58356164384 2018.58356164384
"SRR11698699" 2019.58082191781 2019.66301369863
"SRR9985834" 2017 2018
"SRR9985944" 2017 2018
"SRR11903847" 2018.49863013699 2018.49863013699
"SRR11904115" 2018.16438356164 2018.16438356164
"SRR11903972" 2018.33150684932 2018.33150684932
"SRR11904411" 2018.58356164384 2018.58356164384
"SRR11903993" 2018.24931506849 2018.24931506849
"SRR8833375" 2018.24931506849 2018.24931506849
"SRR5235257" 2016 2017
"GCGS0419" 2005 2006
"GCGS1101" 2004 2005
"GCGS0776" 2005 2006
"GCGS0632" 2005 2006
"GCGS0636" 2006 2007
"GCGS0094" 2009 2010
"GCGS0464" 2006 2007
"GCGS0042" 2009 2010
"GCGS0054" 2009 2010
"GCGS1069" 2008 2009
"GCGS0754" 2011 2012
"GCGS1037" 2007 2008
"GCGS0080" 2009 2010
"GCGS0568" 2005 2006
"GCGS0463" 2005 2006
"GCGS0609" 2010 2011
"SRR11903916" 2018.16438356164 2018.16438356164
"SRR16999466" 2019.66301369863 2019.74794520548
"SRR8071100" 2014 2015
"GCGS0086" 2009 2010
"GCGS0148" 2009 2010
"GCGS1092" 2007 2008
"GCGS0196" 2010 2011
"SRR8071376" 2014 2015
"GCGS0491" 2004 2005
"GCGS0597" 2004 2005
"GCGS0711" 2003 2004
"GCGS0508" 2004 2005
"GCGS0712" 2005 2006
"GCGS0675" 2011 2012
"SRR11903867" 2018.49863013699 2018.49863013699
"SRR8071180" 2016 2017
"SRR11904155" 2018.91780821918 2018.91780821918
"SRR16644275" 2019.58082191781 2019.66301369863
"SRR16644508" 2019.41369863014 2019.49589041096
"SRR8833447" 2018.24931506849 2018.24931506849
"SRR8071295" 2016 2017
"GCGS0606" 2004 2005
"GCGS0650" 2004 2005
"GCGS0783" 2004 2005
"GCGS0639" 2011 2012
"GCGS0785" 2005 2006
"GCGS0052" 2009 2010
"GCGS0132" 2009 2010
"GCGS0475" 2013 2014
"SRR5235208" 2016 2017
"GCGS0637" 2010 2011
"GCGS0731" 2011 2012
"GCGS1054" 2007 2008
"GCGS1041" 2007 2008
"GCGS0633" 2005 2006
"GCGS1080" 2008 2009
"GCGS1089" 2007 2008
"GCGS1086" 2007 2008
"GCGS1088" 2007 2008
"GCGS1087" 2007 2008
"GCGS0689" 2004 2005
"GCGS0480" 2004 2005
"GCGS1104" 2004 2005
"GCGS0507" 2004 2005
"GCGS0278" 2003 2004
"GCGS0410" 2003 2004
"GCGS0588" 2003 2004
"GCGS1060" 2007 2008
"GCGS1094" 2004 2005
"GCGS0627" 2003 2004
"GCGS0628" 2003 2004
"GCGS0684" 2002 2003
"GCGS0796" 2002 2003
"GCGS0499" 2004 2005
"GCGS0506" 2004 2005
"GCGS0683" 2002 2003
"GCGS0385" 2002 2003
"GCGS0414" 2004 2005
"GCGS0625" 2002 2003
"GCGS0673" 2002 2003
"GCGS0626" 2003 2004
"GCGS1100" 2004 2005
"GCGS0773" 2003 2004
"GCGS0861" 2006 2007
"GCGS1018" 2007 2008
"GCGS0799" 2003 2004
"GCGS0774" 2003 2004
"GCGS0686" 2004 2005
"GCGS0798" 2002 2003
"GCGS0490" 2004 2005
"GCGS0629" 2003 2004
"GCGS0690" 2005 2006
"GCGS0797" 2002 2003
"GCGS0631" 2004 2005
"GCGS0775" 2004 2005
"GCGS1098" 2004 2005
"GCGS0381" 2005 2006
"GCGS0608" 2005 2006
"GCGS1023" 2007 2008
"GCGS0840" 2004 2005
"GCGS0411" 2004 2005
"GCGS0415" 2004 2005
"GCGS0413" 2004 2005
"GCGS0653" 2005 2006
"SRR9985824" 2017 2018
"SRR11904139" 2018.00273972603 2018.00273972603
"SRR11904661" 2018.41643835616 2018.41643835616
"SRR9878172" 2018.58356164384 2018.58356164384
"SRR11904214" 2018.08767123288 2018.08767123288
"SRR16644233" 2019.24657534247 2019.32876712329
"SRR16644320" 2019.41369863014 2019.49589041096
"SRR16644393" 2019.58082191781 2019.66301369863
"SRR16999609" 2019.66301369863 2019.74794520548
"SRR11904395" 2018.58356164384 2018.58356164384
"SRR16644094" 2019.41369863014 2019.49589041096
"SRR16644645" 2019.49589041096 2019.58082191781
"SRR11904743" 2018.91780821918 2018.91780821918
"SRR8071339" 2014 2015
"GCGS0006" 2009 2010
"GCGS0152" 2010 2011
"GCGS0511" 2006 2007
"SRR5990428" 2016 2017
"SRR8071070" 2015 2016
"SRR8071364" 2015 2016
"SRR9985597" 2017 2018
"SRR9985632" 2017 2018
"SRR11903878" 2018.49863013699 2018.49863013699
"SRR11904307" 2018.75068493151 2018.75068493151
"SRR11903984" 2018.16438356164 2018.16438356164
"SRR16644718" 2019 2019.08493150685
"SRR11904111" 2018.16438356164 2018.16438356164
"SRR16643994" 2019.16164383562 2019.24657534247
"SRR16644117" 2019.08493150685 2019.16164383562
"SRR16644684" 2019.16164383562 2019.24657534247
"SRR11903862" 2018.49863013699 2018.49863013699
"SRR16644042" 2019.24657534247 2019.32876712329
"SRR16999688" 2019.8301369863 2019.91506849315
"SRR16999643" 2019.91506849315 2019.99726027397
"SRR16999669" 2019.91506849315 2019.99726027397
"SRR16999528" 2019.66301369863 2019.74794520548
"SRR11904603" 2018.91780821918 2018.91780821918
"SRR11728114" 2019.74794520548 2019.8301369863
"SRR11903911" 2018.41643835616 2018.41643835616
"SRR9877948" 2018.49863013699 2018.49863013699
"SRR11904852" 2018.75068493151 2018.75068493151
"SRR11904926" 2018.83287671233 2018.83287671233
"SRR11724678" 2019.58082191781 2019.66301369863
"SRR11724934" 2019.24657534247 2019.32876712329
"SRR12612835" 2019.74794520548 2019.8301369863
"SRR16999345" 2019.74794520548 2019.8301369863
"SRR16644364" 2019.32876712329 2019.41369863014
"SRR8079728" 2016 2017
"SRR11903868" 2018.49863013699 2018.49863013699
"SRR11904178" 2018.83287671233 2018.83287671233
"SRR8903154" 2018.41643835616 2018.41643835616
"SRR8833611" 2018.24931506849 2018.24931506849
"SRR8833610" 2018.24931506849 2018.24931506849
"SRR11904293" 2018.75068493151 2018.75068493151
"SRR16643899" 2019.24657534247 2019.32876712329
"SRR16643954" 2019.58082191781 2019.66301369863
"SRR16999408" 2019.91506849315 2019.99726027397
"SRR16999423" 2019.8301369863 2019.91506849315
"SRR16643978" 2019.49589041096 2019.58082191781
"SRR8903153" 2018.41643835616 2018.41643835616
"SRR16643970" 2019.49589041096 2019.58082191781
"SRR17188731" 2019.91506849315 2019.99726027397
"SRR16999507" 2019.74794520548 2019.8301369863
"SRR16644037" 2019.66301369863 2019.74794520548
"SRR16644038" 2019.66301369863 2019.74794520548
"SRR16999454" 2019.8301369863 2019.91506849315
"SRR16644039" 2019.66301369863 2019.74794520548
"SRR16999510" 2019.74794520548 2019.8301369863
"SRR16644173" 2019.24657534247 2019.32876712329
"SRR16643979" 2019.49589041096 2019.58082191781
"SRR16644504" 2019.41369863014 2019.49589041096
"SRR16644710" 2019.16164383562 2019.24657534247
"SRR8903226" 2018.33150684932 2018.33150684932
"SRR8833613" 2018.24931506849 2018.24931506849
"SRR9985631" 2017 2018
"SRR9985743" 2017 2018
"SRR11903967" 2018.49863013699 2018.49863013699
"SRR11903969" 2018.49863013699 2018.49863013699
"SRR11904448" 2018.66575342466 2018.66575342466
"SRR11904588" 2018.66575342466 2018.66575342466
"SRR16999523" 2019.8301369863 2019.91506849315
"SRR11698445" 2019.32876712329 2019.41369863014
"SRR11725025" 2019.66301369863 2019.74794520548
